,pagenumber,form,OID,Domain,order,PreText,Question,CDASH,CDASHTYPE,SDTM,SDTMTYPE,codename,codelist,class,x,y,height,width
327,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,7.0,Temperature Route at Day 00,,FAMETH00,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,547.671,15.744,142.476
328,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,8.0,Temperature at Day 01,,FAMEAS01,SANOFI,,,,,question,75.866,496.671,15.744,110.844
329,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,9.0,Temperature Route at Day 01,,FAMETH01,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,458.671,15.744,142.476
330,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,10.0,Temperature at Day 02,,FAMEAS02,SANOFI,,,,,question,75.866,407.671,15.744,110.844
331,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,11.0,Temperature Route at Day 02,,FAMETH02,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,369.671,15.744,142.476
332,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,12.0,Temperature at Day 03,,FAMEAS03,SANOFI,,,,,question,75.866,318.671,15.744,110.844
333,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,13.0,Temperature Route at Day 03,,FAMETH03,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,280.671,15.744,142.476
334,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,14.0,Temperature at Day 04,,FAMEAS04,SANOFI,,,,,question,75.866,229.671,15.744,110.844
335,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,15.0,Temperature Route at Day 04,,FAMETH04,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,191.671,15.744,142.476
336,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,16.0,Temperature at Day 05,,FAMEAS05,SANOFI,,,,,question,75.866,140.671,15.744,110.844
337,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,17.0,Temperature Route at Day 05,,FAMETH05,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,102.671,15.744,142.476
960,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,0.0,Discontinuation of study vaccination,,FAACNC,SANOFI,,,,,unassigned,-100.0,760.0,15.0,100.0
338,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,2.0,Temperature at Day 06,,FAMEAS06,SANOFI,,,,,question,75.866,666.671,15.744,110.844
339,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,3.0,Temperature Route at Day 06,,FAMETH06,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,628.671,15.744,142.476
340,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,4.0,Temperature at Day 07,,FAMEAS07,SANOFI,,,,,question,75.866,577.671,15.744,110.844
341,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,5.0,Temperature Route at Day 07,,FAMETH07,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,539.671,15.744,142.476
342,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,6.0,"If at least one daily Measurement is >=100.4°F, check Presence of Fever =YES.",,PROMPT_FEVER,SANOFI,,,,,question,70.866,488.659,15.948,387.624
343,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,7.0,Presence of Fever?,,FAOCCUR,SANOFI,,,NY_YN,Y;N,question,70.866,471.671,15.744,91.212
344,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,18.0,"If Presence of Fever is checked NO, then leave all the fields below blank.",,PROMPT_FEVER2,SANOFI,,,,,question,70.866,436.659,15.948,351.156
345,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,19.0,Action Taken (Check all that apply),,PROMPT_FAACN,SANOFI,,,,,question,70.866,419.671,15.948,173.448
346,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,20.0,None,,FAACTN,SANOFI,,,,,question,80.866,402.671,15.744,25.98
347,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,21.0,Medication,,FAACMED,SANOFI,,,,,question,80.866,385.671,15.744,54.588
348,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,22.0,Health Care Provider Contact,,FAACTHC,SANOFI,,,,,question,80.866,368.671,15.744,142.14
349,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,23.0,Hospitalized,,FAACTHO,SANOFI,,,,,question,80.866,351.671,15.744,60.576
961,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,24.0,"If ongoing after Day 07 is checked YES, enter the Maximum Temperature available at the time of reporting, Route and End Date. If NO, leave these questions blank.",,PROMPT_ONGOFEV,SANOFI,,,,,question,70.866,334.659,15.948,466.512
350,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,26.0,Ongoing after Day 07?,,FAONGO,SANOFI,,,,,question,75.866,303.671,15.744,110.232
351,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,27.0,Maximum Temperature after Day 07,,FAMEASMX,SANOFI,,,,,question,75.866,286.671,15.744,177.108
352,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,29.0,Maximum Temperature Route,,FAMETHMX,SANOFI,,,MEASMETH_02,ORAL;AXILLARY;RECTAL,question,80.866,248.671,15.744,145.812
962,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,33.0,"When the End Date is obtained, ensure that the Maximum Temperature is still correct while considering the interval from Day 8 until the End Date.",,PROMPT_FASEV1,SANOFI,,,,,question,70.866,197.659,15.948,441.216
353,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,35.0,End date,,FAENDAT,SANOFI,,,,,question,80.866,166.671,15.744,42.276
354,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,36.0,Caused Study Termination,,FADIS,SANOFI,,,NY_YN,Y;N,question,70.866,149.671,15.744,128.532
355,46.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,37.0,Measurement Unit,,FAMEASU,SANOFI,,,UNIT,%;% INHIBITION;%(v/v);%(w/v);%(w/w);%/min;%cells/area;/100 HPFs;/100 WBC;/10^3 cells;/HPF;/L;/LPF;/VF;/dL;/day;/h;/kg;/mL;/mm3;/month;/nL;/pL;/uL;/wk;/year;1/dilution;100 IU/mL;10^10/L;10^11/L;10^12 IU/L;10^12/L;10^3 CFU;10^3 CFU/g;10^3 CFU/mL;10^3 DNA copies/mL;10^3 RNA copies/mL;10^3 copies/mL;10^3 organisms;10^3 organisms/g;10^3 organisms/mL;10^3/L;10^3/hpf;10^3/mm3;10^3/mm4;10^3/uL;10^4/L;10^4/hpf;10^5/L;10^5/hpf;10^6 CFU;10^6 CFU/g;10^6 CFU/mL;10^6 DNA copies/mL;10^6 IU;10^6 IU/mL;10^6 RNA copies/mL;10^6 copies/mL;10^6 organisms;10^6 organisms/g;10^6 organisms/mL;10^6 organisms/mg;10^6/L;10^6/g;10^6/hpf;10^6/mm3;10^6/uL;10^7/L;10^8/L;10^9 CFU;10^9 CFU/g;10^9 CFU/mL;10^9 organisms;10^9 organisms/g;10^9 organisms/mL;10^9 organisms/mg;10^9/L;AFU;AI;AMPULE;APL U/mL;APPLICATION;ASC;AU;AU/mL;AU/min;AgU/mL;Antibody Unit;BAG;BAR;BAU;BAU/mL;BE/mL;BEATS/MIN;BISCUIT;BLOCKS;BOLUS;BOTTLE;BOX;BREATHS/MIN;BU;BU/mL;Bq;Bq/L;Bq/g;Bq/kg;Bq/mL;Bq/mg;Bq/uL;Bq/ug;C;CAE;CAN;CAPFUL;CAPLET;CAPSULE;CARTRIDGE;CASE;CCID 50/dose;CCID 50/mL;CFU/g;CFU/mL;CIGAR;CIGARETTE;COAT;COI;CONTAINER;CUP;CYLINDER;Ci;Ci/L;Ci/g;Ci/kg;Ci/mL;Ci/mg;Ci/uL;Ci/ug;Coulomb;Ct;DAYS;DAgU;DAgU/mL;DIOPTER;DISK;DNA copies/mL;DPM;DRUM;EID 50/dose;EID 50/mL;ELISA unit;ELISA unit/dose;ELISA unit/mL;EU;Enzyme U;F;FEU;FINGERTIP UNIT;Farad;Frames/s;GBq;GBq/g;GBq/mg;GBq/ug;GI/L;GLASS;GPL U/mL;Gauss;Gy;HAU/100 uL;HEP;HOMEOPATHIC DILUTION;HOURS;HPF;Hb Fract.;Hemolytic Unit;Henry;Hounsfield Unit;Hz;IMPLANT;INDEX VALUE;INHALATION;IU;IU/L;IU/dL;IU/g;IU/kg;IU/kg/h;IU/mL;IU/mg;IU^4;IV;Immune Status Ratio (ISR);JAR;Joule;KALLIKREIN INHIBITOR UNIT;KIT;L;L/L;L/h;L/h/m2;L/kg;L/min;L/min/m2;L/s;LB;LOZENGE;LPF;Log10 ELISA unit;Log10 ELISA unit/dose;Log10 GEq/mL;Log10 PFU/mL;MBq;MBq/uL;MESF;MFI;MHz;MONTHS;MPL U/mL;Mile;NEBULE;NEEDLE GAUGE;NIU;Newton;PACK;PACKAGE;PACKET;PATCH;PELLET;PFU;PFU/dose;PFU/mL;PIPE;PIXEL;PIXELS/cm;PIXELS/in;PNU/mL;POINT;POUCH;PRESSOR UNITS;PUFF;Pa;Pack Year;Perfusion unit;Perfusion unit*sec;QUANTITY SUFFICIENT;RATIO;RING;RNA copies/mL;Rad;Roentgen;SACHET;SBE/mL;SCO;SCOOPFUL;SFC;SFC/10^6 PBMC;SPRAY;SQU/mL;STANDARD DRINK/day;STEPS;STRIP;SUPPOSITORY;SYRINGE;Shock Wave;Siemens;Signals/cells;Sv;TABLET;TAMPON;TCID 50/dose;TI/L;TRACE;TROCHE;TUBE;Tbsp;Tesla;Torr;U;U.CARR;U/L;U/animal;U/cL;U/dL;U/g;U/g/day;U/g/h;U/g/min;U/kg;U/kg/day;U/kg/h;U/kg/min;U/m2;U/m2/day;U/m2/h;U/m2/min;U/mL;U/mg;U/mmol;V;V/sec;VIAL;VIRTUAL PIXEL;WAFER;WEEKS;Watt;Weber;YEARS;ag;amol;amp;amu;anti-Xa IU;anti-Xa IU/mL;atm;bel;cGy;cL;cal;cc;cd;cells/mm3;cells/uL;cg;cm;cm H2O;cm/min;cm/s;cm2;cmol;cmol/L;copies/mL;copies/uL;cpm;cs;cy/cm;cycle/min;cycle/sec;dB;dL;damol/L;deg;dmol;dpm/0.5 mL;dpm/100mg;dpm/mL;dpm/mg;dram;dyn;eq;fL;fg;fmol;fmol/L;fmol/g;foz_br;foz_us;fraction of 1;ft;ft2;ft3;g;g/24h;g/L;g/animal;g/animal/day;g/animal/wk;g/cage;g/cage/day;g/cage/wk;g/cm2;g/dL;g/day;g/g;g/g Creatinine;g/g/day;g/kg;g/kg/day;g/m2;g/m2/day;g/mol;grain;gtt;hPa;in;in2;kAU/L;kBq;kBq/uL;kDa;kHz;kIU;kN/cm2;kPa;kPa/L/sec;kU/L;kUSP;kat;kcal;kg;kg/L;kg/cm;kg/cm2;kg/m2;km;km/h;ks;lbf;lm;log EID 50/dose;log10 CCID 50/dose;log10 CFU/g;log10 CFU/mL;log10 IU/mL;log10 TCID 50/dose;log10 copies/mL;lx;m;m/sec;m/sec2;m2;m3;mCi;mCi/L;mCi/kg;mEq;mEq/L;mEq/dL;mEq/day;mEq/g;mEq/kg;mEq/mL;mEq/mmol;mEq/uL;mEq/ug;mIU/L;mIU/mL;mJoule/cm2;mL;mL/animal;mL/animal/day;mL/animal/wk;mL/breath;mL/cage;mL/cage/day;mL/cage/wk;mL/cm;mL/cm H2O;mL/dL;mL/day;mL/g;mL/g/day;mL/g/h;mL/g/min;mL/h;mL/h/uL of lysat;mL/kg;mL/kg/day;mL/kg/h;mL/kg/min;mL/m2;mL/m2/day;mL/m2/h;mL/m2/min;mL/min;mL/min/1.73m2;mL/min/SSA;mL/min/mmHg;mL/mmHg;mL/mmHg/min/L;mL/s;mL/sec/1.73m2;mOsm;mOsm/kg;mPa;mU/L;mU/mL;mV;mV*min;mV2/Hz;mcg/dL;mg;mg%;mg/24h;mg/L;mg/L FEU;mg/animal;mg/dL;mg/day;mg/g;mg/g Creatinine;mg/g/day;mg/g/h;mg/g/min;mg/h;mg/kg;mg/kg/day;mg/kg/h;mg/kg/min;mg/m2;mg/m2/day;mg/m2/h;mg/m2/min;mg/mL/min;mg/min;mg/mmol Creatinine;mg/mol;min;mkat;mm;mm/2h;mm/h;mm/min;mm/sec;mm2;mm3;mmHg;mmHg/L/min;mmHg/sec;mmol;mmol FA/mL/h;mmol/L;mmol/day;mmol/g;mmol/kg;mmol/min/kPa;mmol/min/kPa/L;mmol/mol;mmol^2/L^2;mol;mol/L;mol/g;mol/mL;mol/mg;mol/mol;mph;msec;nCi;nL;nU/cL;nU/mL;ng;ng/L;ng/dL;ng/mL;nkat;nkat/L;nm;nmol;nmol BCE/L;nmol BCE/mmol;nmol/L;nmol/dL;nmol/hr/mg protein;nmol/mL/min;nmol/min/mg protein;nsec;ohm;osm;oz;pL;per min;per sec;pg;pg/L;pg/dL;pg/mL;pkat;pm;pmol;pmol/L;pmol/min/uL of lysat;pmol/punch/hr;pools/day;pools/h;ppb;ppm;ppth;pptr;psec;psi;pt_br;pt_us;rpm;sABC;sMEC;scm;sec;titer;tsp;tuberculin unit;tuberculin unit/mL;uCi;uCi/L;uCi/kg;uEq;uEq/L;uIU/mL;uL;uL/mL;uOsM;uU/mL;uV;uV*sec;ug;ug/L;ug/animal;ug/dL;ug/day;ug/g/day;ug/g/h;ug/g/min;ug/h;ug/kg;ug/kg/day;ug/kg/h;ug/kg/min;ug/m2;ug/m2/day;ug/m2/h;ug/m2/min;ug/mL;ug/mL/h;ug/min;ugEq;ukat;ukat/L;um;um2;umol;umol/L;umol/L/min;umol/L/sec;umol/day;umol/mg/min;umol/min;usec;v/v;yd;NONE;OTHER,question,70.866,114.671,15.744,89.556
356,47.0,Headache,FA_VAC_HEADACHE,FA,2.0,Category of Reaction,What [is/was] the [type/category/name] (of the [measurement/test/examination/specimen/sample])?,FACAT,IG,FACAT,IG,AECAT,ADVERSE EVENT;ADVERSE EVENT OF SPECIAL INTEREST;ALLERGIC REACTION;ALT INCREASE;ASTHMA EXACERBATION EVENT;BLEEDING EVENT;BONE FRACTURE;DRUG ALLERGY EVENT;EPISTAXIS EVENT;FOREIGN BODY REACTION EVENT;HYPERCALCEMIA;HYPOGLYCEMIA;INCREASED CALCITONIN;INCREASED LIPASE/AMYLASE;INFECTION EVENT;INJECTION SITE REACTION;METABOLIC ACIDOSIS EVENT;NEUROLOGIC DISORDER;OVERDOSE;PANCREATIC EVENT;PERIPHERAL NEUROPATHY EVENT;PREGNANCY;RENAL FAILURE;SERIOUS HYPOGLYCEMIA;SOLICITED;SUSPECTED OR CONFIRMED CEREBROVASCULAR EVENT;SUSPECTED OR CONFIRMED DIABETIC KETOACIDOSIS;SUSPECTED OR CONFIRMED HEART FAILURE;SUSPECTED OR CONFIRMED MYOCARDIAL INFARCTION / UNSTABLE ANGINA;UNSOLICITED;VASCULITIS EVENT;OTHER,question,70.866,666.671,15.744,102.528
357,47.0,Headache,FA_VAC_HEADACHE,FA,3.0,Subcategory of Reaction,What [is/was] the [type/subcategory/name] (of the [measurement/test/examination/specimen/sample])?,FASCAT,IG,FASCAT,IG,AESCAT_01,ADMINISTRATION SITE;SYSTEMIC,question,70.866,77.671,15.744,118.524
358,48.0,Headache,FA_VAC_HEADACHE,FA,2.0,Solicited Reaction Name,[Sponsored-defined phrase],FAOBJ,IG,FAOBJ,IG,,,question,70.866,647.671,15.744,119.808
360,48.0,Headache,FA_VAC_HEADACHE,,3.0,Did the subject report Headache at least once between Day 00 and Day 07 after vaccination?,,PROMPT_FA_01,SANOFI,,,,,question,70.866,630.659,15.948,450.528
361,48.0,Headache,FA_VAC_HEADACHE,,5.0,Headache,,FAOCCUR,SANOFI,,,NY_YN,Y;N,question,70.866,599.671,15.744,47.244
362,48.0,Headache,FA_VAC_HEADACHE,,8.0,"If the answer is NO, then leave all the fields below blank.",,PROMPT_FA_02,SANOFI,,,,,question,70.866,564.659,15.948,274.68
363,48.0,Headache,FA_VAC_HEADACHE,,9.0,Action Taken (Check all that apply),,PROMPT_FAACN,SANOFI,,,,,question,70.866,547.671,15.948,173.448
364,48.0,Headache,FA_VAC_HEADACHE,,10.0,None,,FAACTN,SANOFI,,,,,question,80.866,530.671,15.744,25.98
365,48.0,Headache,FA_VAC_HEADACHE,,11.0,Medication,,FAACMED,SANOFI,,,,,question,80.866,513.671,15.744,54.588
366,48.0,Headache,FA_VAC_HEADACHE,,12.0,Health Care Provider Contact,,FAACTHC,SANOFI,,,,,question,80.866,496.671,15.744,142.14
367,48.0,Headache,FA_VAC_HEADACHE,,13.0,Hospitalized,,FAACTHO,SANOFI,,,,,question,80.866,479.671,15.744,60.576
964,48.0,Headache,FA_VAC_HEADACHE,,14.0,"Enter the Maximum daily Intensity from Day 00 to Day 07. If the Intensity is missing, select Unknown.",,PROMPT_INT,SANOFI,,,,,question,70.866,462.659,15.948,439.536
967,48.0,Headache,FA_VAC_HEADACHE,,15.0,"Enter the Maximum Intensity considering the interval from Day 08 until the End Date. If the Intensity is missing, select Unknown.",,PROMPT_MXINT,SANOFI,,,,,question,70.866,448.659,15.948,48.972
368,48.0,Headache,FA_VAC_HEADACHE,,16.0,Intensity at Day 00,,FAINT00,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,431.671,15.744,91.572
369,48.0,Headache,FA_VAC_HEADACHE,,40.0,Intensity at Day 01,,FAINT01,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,348.671,15.744,91.572
370,48.0,Headache,FA_VAC_HEADACHE,,41.0,Intensity at Day 02,,FAINT02,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,265.671,15.744,91.572
371,48.0,Headache,FA_VAC_HEADACHE,,42.0,Intensity at Day 03,,FAINT03,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,182.671,15.744,91.572
372,48.0,Headache,FA_VAC_HEADACHE,,43.0,Intensity at Day 04,,FAINT04,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,99.671,15.744,91.572
963,49.0,Headache,FA_VAC_HEADACHE,,0.0,Discontinuation of study vaccination,,FAACNC,SANOFI,,,,,unassigned,-100.0,760.0,15.0,100.0
373,49.0,Headache,FA_VAC_HEADACHE,,2.0,Intensity at Day 05,,FAINT05,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,631.671,15.744,91.572
374,49.0,Headache,FA_VAC_HEADACHE,,3.0,Intensity at Day 06,,FAINT06,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,548.671,15.744,91.572
375,49.0,Headache,FA_VAC_HEADACHE,,4.0,Intensity at Day 07,,FAINT07,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,465.671,15.744,91.572
965,49.0,Headache,FA_VAC_HEADACHE,,22.0,"If a reaction is ongoing after Day 07, enter the Maximum Intensity available at the time of reporting.",,PROMPT_ONGOING,SANOFI,,,,,question,70.866,382.659,15.948,433.212
376,49.0,Headache,FA_VAC_HEADACHE,,24.0,Ongoing after Day 07?,,FAONGO,SANOFI,,,,,question,80.866,351.671,15.744,110.232
966,49.0,Headache,FA_VAC_HEADACHE,,25.0,"When the End Date is obtained, ensure that the Maximum Intensity is still correct while considering the interval from Day 8 until the End Date.",,PROMPT_FASEV1,SANOFI,,,,,question,70.866,334.659,15.948,480.156
377,49.0,Headache,FA_VAC_HEADACHE,,27.0,End date,,FAENDAT,SANOFI,,,,,question,80.866,303.671,15.744,42.276
378,49.0,Headache,FA_VAC_HEADACHE,,30.0,Maximum Intensity after Day 07,,FAINTMX,SANOFI,,,AESEVMD_01,MILD;MODERATE;SEVERE;UNKNOWN,question,80.866,255.671,15.744,157.836
379,49.0,Headache,FA_VAC_HEADACHE,,31.0,Caused Study Termination,,FADIS,SANOFI,,,NY_YN,Y;N,question,70.866,188.671,15.744,128.532
380,49.0,Headache,FA_VAC_HEADACHE,,32.0,Intensity Method at Day 00,,FAMETH00,SANOFI,,,,,question,70.866,153.671,15.744,131.88
381,49.0,Headache,FA_VAC_HEADACHE,,33.0,Intensity Method at Day 01,,FAMETH01,SANOFI,,,,,question,70.866,136.671,15.744,131.88
382,49.0,Headache,FA_VAC_HEADACHE,,34.0,Intensity Method at Day 02,,FAMETH02,SANOFI,,,,,question,70.866,119.671,15.744,131.88
383,49.0,Headache,FA_VAC_HEADACHE,,35.0,Intensity Method at Day 03,,FAMETH03,SANOFI,,,,,question,70.866,102.671,15.744,131.88
384,49.0,Headache,FA_VAC_HEADACHE,,36.0,Intensity Method at Day 04,,FAMETH04,SANOFI,,,,,question,70.866,85.671,15.744,131.88
385,49.0,Headache,FA_VAC_HEADACHE,,37.0,Intensity Method at Day 05,,FAMETH05,SANOFI,,,,,question,70.866,68.671,15.744,131.88
386,50.0,Headache,FA_VAC_HEADACHE,,2.0,Intensity Method at Day 06,,FAMETH06,SANOFI,,,,,question,70.866,666.671,15.744,131.88
387,50.0,Headache,FA_VAC_HEADACHE,,3.0,Intensity Method at Day 07,,FAMETH07,SANOFI,,,,,question,70.866,649.671,15.744,131.88
388,50.0,Headache,FA_VAC_HEADACHE,,4.0,Maximum Intensity Method,,FAMETHMX,SANOFI,,,,,question,70.866,632.671,15.744,135.216
389,51.0,Malaise,FA_VAC_MALAISE,FA,2.0,Category of Reaction,What [is/was] the [type/category/name] (of the [measurement/test/examination/specimen/sample])?,FACAT,IG,FACAT,IG,AECAT,ADVERSE EVENT;ADVERSE EVENT OF SPECIAL INTEREST;ALLERGIC REACTION;ALT INCREASE;ASTHMA EXACERBATION EVENT;BLEEDING EVENT;BONE FRACTURE;DRUG ALLERGY EVENT;EPISTAXIS EVENT;FOREIGN BODY REACTION EVENT;HYPERCALCEMIA;HYPOGLYCEMIA;INCREASED CALCITONIN;INCREASED LIPASE/AMYLASE;INFECTION EVENT;INJECTION SITE REACTION;METABOLIC ACIDOSIS EVENT;NEUROLOGIC DISORDER;OVERDOSE;PANCREATIC EVENT;PERIPHERAL NEUROPATHY EVENT;PREGNANCY;RENAL FAILURE;SERIOUS HYPOGLYCEMIA;SOLICITED;SUSPECTED OR CONFIRMED CEREBROVASCULAR EVENT;SUSPECTED OR CONFIRMED DIABETIC KETOACIDOSIS;SUSPECTED OR CONFIRMED HEART FAILURE;SUSPECTED OR CONFIRMED MYOCARDIAL INFARCTION / UNSTABLE ANGINA;UNSOLICITED;VASCULITIS EVENT;OTHER,question,70.866,666.671,15.744,102.528
390,51.0,Malaise,FA_VAC_MALAISE,FA,3.0,Subcategory of Reaction,What [is/was] the [type/subcategory/name] (of the [measurement/test/examination/specimen/sample])?,FASCAT,IG,FASCAT,IG,AESCAT_01,ADMINISTRATION SITE;SYSTEMIC,question,70.866,77.671,15.744,118.524
391,52.0,Malaise,FA_VAC_MALAISE,FA,2.0,Solicited Reaction Name,[Sponsored-defined phrase],FAOBJ,IG,FAOBJ,IG,,,question,70.866,647.671,15.744,119.808
393,52.0,Malaise,FA_VAC_MALAISE,,3.0,Did the subject report Malaise at least once between Day 00 and Day 07 after vaccination?,,PROMPT_FA_01,SANOFI,,,,,question,70.866,630.659,15.948,440.544
394,52.0,Malaise,FA_VAC_MALAISE,,4.0,Malaise,,FAOCCUR,SANOFI,,,NY_YN,Y;N,question,70.866,613.671,15.744,37.932
395,52.0,Malaise,FA_VAC_MALAISE,,8.0,"If the answer is NO, then leave all the fields below blank.",,PROMPT_FA_02,SANOFI,,,,,question,70.866,578.659,15.948,274.68
396,52.0,Malaise,FA_VAC_MALAISE,,9.0,Action Taken (Check all that apply),,PROMPT_FAACN,SANOFI,,,,,question,70.866,561.671,15.948,173.448
397,52.0,Malaise,FA_VAC_MALAISE,,10.0,None,,FAACTN,SANOFI,,,,,question,80.866,544.671,15.744,25.98
398,52.0,Malaise,FA_VAC_MALAISE,,11.0,Medication,,FAACMED,SANOFI,,,,,question,80.866,527.671,15.744,54.588
399,52.0,Malaise,FA_VAC_MALAISE,,12.0,Health Care Provider Contact,,FAACTHC,SANOFI,,,,,question,80.866,510.671,15.744,142.14
400,52.0,Malaise,FA_VAC_MALAISE,,13.0,Hospitalized,,FAACTHO,SANOFI,,,,,question,80.866,493.671,15.744,60.576
969,52.0,Malaise,FA_VAC_MALAISE,,14.0,"Enter the Maximum daily Intensity from Day 00 to Day 07. If the Intensity is missing, select Unknown.",,PROMPT_INT,SANOFI,,,,,question,70.866,476.659,15.948,439.536
972,52.0,Malaise,FA_VAC_MALAISE,,15.0,"Enter the Maximum Intensity considering the interval from Day 08 until the End Date. If the Intensity is missing, select Unknown.",,PROMPT_MXINT,SANOFI,,,,,question,70.866,462.659,15.948,48.972
401,52.0,Malaise,FA_VAC_MALAISE,,16.0,Intensity at Day 00,,FAINT00,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,445.671,15.744,91.572
402,52.0,Malaise,FA_VAC_MALAISE,,41.0,Intensity at Day 01,,FAINT01,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,362.671,15.744,91.572
403,52.0,Malaise,FA_VAC_MALAISE,,42.0,Intensity at Day 02,,FAINT02,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,279.671,15.744,91.572
404,52.0,Malaise,FA_VAC_MALAISE,,43.0,Intensity at Day 03,,FAINT03,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,196.671,15.744,91.572
405,52.0,Malaise,FA_VAC_MALAISE,,44.0,Intensity at Day 04,,FAINT04,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,113.671,15.744,91.572
968,53.0,Malaise,FA_VAC_MALAISE,,0.0,Discontinuation of study vaccination,,FAACNC,SANOFI,,,,,unassigned,-100.0,760.0,15.0,100.0
406,53.0,Malaise,FA_VAC_MALAISE,,2.0,Intensity at Day 05,,FAINT05,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,647.671,15.744,91.572
407,53.0,Malaise,FA_VAC_MALAISE,,3.0,Intensity at Day 06,,FAINT06,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,564.671,15.744,91.572
408,53.0,Malaise,FA_VAC_MALAISE,,4.0,Intensity at Day 07,,FAINT07,SANOFI,,,AESEVMD_02,MILD;MODERATE;SEVERE;UNKNOWN;NONE,question,80.866,481.671,15.744,91.572
970,53.0,Malaise,FA_VAC_MALAISE,,21.0,"If a reaction is ongoing after Day 07, enter the Maximum Intensity available at the time of reporting.",,PROMPT_ONGOING,SANOFI,,,,,question,70.866,398.659,15.948,433.212
409,53.0,Malaise,FA_VAC_MALAISE,,23.0,Ongoing after Day 07?,,FAONGO,SANOFI,,,,,question,80.866,367.671,15.744,110.232
